201577828 Annamarie 3.7 0.9 4.7
201589397 Rouvin 1.7 0.0 9.1
201593778 Pepi 0 3.5 5.5
201530537 Noell 7.4 2.6 5.6
201518768 Ina 4.4 4.8 10
201505534 Winnah 0 2.6 5.6
201542466 Ernestus 5.4 10 2.3
201574848 Eberto 6.0 1.3 3.8
201578799 Harlen 6.4 0 1.9
201507560 Caresa 7.2 5.0 5.0
201590625 Torey 7.6 7.5 8.6
201578677 Buddy 7.2 7.8 5.7
201595270 Swen 7.0 9.3 5.8
201530016 Dorri 8.2 5.7 7.7
201583753 Averyl 3.7 2.9 7.5
201551353 Buiron 2.9 7.0 2.7
201569616 Forbes 5.8 7.8 10.0
201564473 Ole 5.8 7.8 2.9
201530453 Tansy 2.8 9.0 5.6
201583339 Devland 6.4 10 7.7
201563587 Farica 4.6 8.4 7.3
201559115 Hermine 10 6.2 7.6
201506013 Lynnea 3.1 2.8 7.3
201538839 Beth 1.7 10 6.6
201524882 Nicky 0 4.7 1.6
201552062 Raine 1.7 2.0 4.2
201577174 Oralia 7.2 0 2.3
201568414 Chad 6.1 1.2 1.1
201568704 Moishe 1.0 4.4 3.2
201524741 Geoffrey 0.5 8.9 5.4
201508980 Stern 7.7 5.0 4.7
201548850 Leanna 8.1 3.7 6.0
201535153 Jephthah 4.4 8.9 10.0
201517597 Bendite 8.4 4.9 5.3
201513797 Dyanna 7.2 7.1 4.5
201577034 Colver 9.3 10 7.7
201568795 Maighdiln 4.6 4.0 3.1
201553974 Law 6.8 5.4 6.6
201504039 Tedda 3.6 6.6 0.0
201552184 Oswald 6.5 7.1 3.9
201560328 Andie 4.1 6.4 1.2
201539103 Bethina 3.9 5.1 5.7
201518288 Cordell 9.4 4.4 9.1
201588039 Isahella'Alwis 7.5 3.0 3.3
201556215 Tymothy 2.9 2.8 2.8
201579000 Miquela 6.2 5.5 2.8
201530032 Arlina 9.3 3.8 0
201523569 Ki 3.2 3.5 3.1
201517657 Neely 8.5 5.2 6.9
201562602 Garek 3.5 1.7 5.2
201555853 Rosaline 6.5 8.5 3.0
201576983 Arlene 2.8 2.5 3.9
201501390 Amery 3.0 4.2 6.0
201588796 Edouard 5.7 5.4 3.0
201512871 Addy 8.5 6.7 8.2
201585749 Melvyn 6.4 8.6 6.3
201509176 Sterne 4.4 3.9 2.6
201596312 Beau 3.7 7.8 2.7
201501529 Evie 3.5 4.9 5.9
201558697 Chantal 5.9 5.7 4.5
201503832 Pammi 1.3 5.9 3.8
201592060 Welch 0.9 1.0 10
201584623 Hester 2.6 7.2 3.2
201552979 Vito 10 10 8.1
201549686 Kali 0.8 9.7 6.9
201547309 Prescott 5.2 8.0 3.2
201592996 Belia'Cruze 6.7 0.2 4.0
201555164 Antonio 9.4 4.4 5.6
201546147 Barde 5.5 7.6 3.9
201533569 Sonni 3.9 3.3 0
201559586 Marc 5.8 8.3 3.8
201551371 Frederick 9.0 7.2 7.0
201536357 Trescha 7.2 0 5.6
201525626 Roxi 0 7.9 1.1
201538200 Kakalina 9.4 0 3.3
201518353 Ginnie 2.8 0 6.8
201578400 Cull 10 5.9 2.8
201589927 Annalee 4.7 5.6 0.1
201576531 Cahra 4.2 1.6 1.5
201595185 Edvard 2.8 6.6 6.9
201549619 Karrah 7.6 7.4 2.1
201573632 Seward 9.4 6.6 2.6
201526753 Russell 7.2 5.7 5.8
201554806 Tracie 3.8 10 4.3
201592833 Belicia 10 10 3.0
201565221 Baird 4.6 1.3 4.5
201513562 Irina 7.1 5.1 6.8
201526691 Odelinda 6.1 9.7 1.7
201576634 Arabelle 2.8 8.2 1.6
201578111 Willie 2.4 4.8 5.9
201573680 Esmaria 4.0 6.1 1.9
201538299 Royall 5.2 3.7 10
201551154 Bradford 4.0 5.2 7.7
201582221 Kaycee 6.1 2.1 1.3
201519676 Nestor 4.9 6.2 4.4
201540519 Lowell 5.3 5.4 6.5
201539947 Chrystal 2.9 0.9 10
201576773 Daffy 5.1 1.9 10
201581394 Mariquilla 1.1 5.2 2.6
201543552 Gordie 4.3 9.2 7.0
201570544 Ringo 2.4 4.2 3.7
201523735 Petey 0 5.7 3.9
201543334 Glynis 6.0 9.9 0
201536296 Perry 10 10 4.1
201522525 Brian 9.4 7.2 5.7
201530149 Mallissa 8.9 1.6 6.9
201519030 Tracie 6.3 5.2 2.7
201503499 Jemimah 4.4 4.2 6.2
201530855 Amberly 6.6 7.6 2.2
201502043 Tarra 4.2 6.7 4.7
201532957 Zenia 7.1 8.6 2.0
201524049 Thorpe 5.6 5.7 4.2
201518876 Bernadine 5.2 9.6 6.2
201538989 Katy 5.3 1.1 3.2
201563279 Mic 4.6 3.1 10.0
201529606 Michail 10 3.8 3.8
201596794 Domeniga 9.5 5.5 2.5
201530395 Caralie 6.9 3.6 5.6
201518387 Xylina 5.0 0 5.8
201527110 Rolfe 2.6 0.8 9.0
201515373 Stephen 9.8 6.4 1.1
201537041 Emilie 0 10 9.8
201592826 Norean 1.8 2.6 7.0
201527857 Karlens 4.4 8.7 1.2
201579289 Worthington 8.2 0.6 2.5
201590263 Ermentrude 2.6 7.3 6.2
201500417 Steve 3.8 2.3 0.2
201528145 Franciska 3.5 7.5 3.1
201501740 Tommi 0.6 10 6.7
201539072 Velma 5.6 8.8 7.5
201524910 Emile 6.6 10 10
201522126 Rainer 2.7 4.7 5.2
201556759 Mart 5.9 8.5 7.2
201570062 Willis 10 2.8 2.8
201513938 Valentino 5.9 2.3 5.6
201579443 Whitby 4.6 4.2 5.2
201559246 Ase 8.8 1.6 10
201504783 Xylia 10 0.5 5.4
201570591 Rasla 9.7 4.6 10
201531902 Rey 6.8 3.8 2.5
201595854 Robyn 8.8 7.7 4.9
201581690 Concettina 4.1 10 10
201519556 Carmita 7.3 6.5 6.6
201513750 Turner 0.3 1.2 4.3
201517677 Brenna 4.8 1.4 2.0
201523022 Brinn 3.0 3.2 1.8
201559820 Irwin 5.7 6.8 4.1
201534724 Aliza 6.2 6.7 2.2
201511883 Rosalie 6.8 7.4 8.7
201578741 Zed 2.4 3.0 5.3
201529246 Gizela 6.3 3.8 1.5
201509983 Roanne 7.6 1.8 4.8
201534617 Kippy 10 10 8.2
201563150 Derril 1.2 7.4 6.8
201523854 Osmond 6.1 7.6 0.9
201595529 Haywood 10 2.8 1.7
201548830 Curry 3.2 5.4 4.6
201513130 Maximilianus 6.8 6.6 9.3
201542307 Obidiah 5.9 1.9 3.1
201518598 Cristobal 2.4 4.6 4.9
201518223 Quintus 4.0 4.1 3.7
201531989 Karlotta 6.1 3.2 4.2
201514827 Hayden 4.7 2.7 3.2
201589453 Gwenore 9.3 8.8 3.6
201561992 Janeva 3.3 7.8 1.9
201532278 Lon 3.7 6.1 6.5
201580249 Sasha 5.5 9.8 1.8
201597852 Candida 3.2 4.8 3.5
201535387 Lizette 2.4 5.8 2.6
201503632 Ida 3.3 4.7 4.5
201568589 Cal 8.4 5.9 4.8
201550950 Shurlock 4.2 3.4 4.1
201597851 Bernelle -0.0 8.9 6.9
201592014 Merv 3.4 10 4.4
201522356 Averil 7.2 6.2 10
201523522 Effie 8.9 6.1 5.6
201547867 Caspar'Towey 4.0 1.0 5.6
201593196 Daisie 7.5 2.0 8.1
201512433 Xylina 6.7 7.0 8.4
201500170 Barbra 3.1 10 4.9
201564602 Marleah'Mullally 3.0 1.9 4.6
201586739 Elisabet 9.6 5.4 3.2
201562122 Hyacintha 1.5 4.5 4.8
201568528 Arturo 1.0 6.9 10
201524051 Sutherland 3.7 4.2 10
201550819 Lonni 4.1 2.9 0.8
201522505 Gordie 10 0.7 8.2
201535738 Bobinette 6.1 4.7 3.6
201546833 Myrilla 6.9 9.7 8.9
201596234 Briant 9.5 2.9 0.5
201540965 Curran 2.9 3.7 4.0
201560498 Shelby 7.3 7.5 8.6
201549412 Gwynne 10 7.2 3.5
201588994 Arlie 9.6 4.1 3.4
201577540 Sheffie 9.5 8.0 5.6
201539054 Nellie 2.2 3.2 6.8
201572977 Lay 5.6 5.5 8.5
201562972 Arne 8.9 4.1 0.7
201596581 Murial 4.1 4.4 7.2
201522357 Norene-Sexey 5.2 10 4.8
201546510 Aeriel 0.7 4.1 7.5
201558326 Berget 3.1 3.7 7.4
201568963 Rozanna 0.6 9.4 6.0
201589981 Tobe 5.9 8.6 4.7
201512852 Bernadene 0 5.8 7.7
201576251 Margalit 6.0 7.0 5.3
201572756 Zola 3.1 5.4 10
201536193 Millisent 5.1 0 10
201529241 Lynnell 10 6.4 6.6
201512475 Engelbert 6.8 1.1 6.7
201565427 Waverley 3.6 6.4 3.2
201535971 Rodrique 8.7 5.6 5.7
201540225 Kin 9.3 4.0 2.0
201584914 Marchelle 3.6 4.2 10
201554410 Kamila 7.5 5.5 4.2
201527662 Glynis 4.2 6.5 6.3
201574860 Lefty 0 3.8 0.2
201562765 Giacomo 5.3 7.8 1.6
201585146 Dewitt 0 4.8 1.6
201527434 Sarajane 2.4 0 3.4
201531292 Norrie 10 4.0 6.1
201562771 Iain 3.0 6.9 5.6
201595251 Lyndsay 6.8 7.7 4.4
201580372 Cicely 4.0 3.7 5.3
201504765 Allie 0 4.6 2.8
201594257 Katina 0.7 4.2 7.1
201599549 Wyatt 0 5.3 2.4
201587496 Spenser 4.7 7.5 6.7
201564214 Dallon 2.6 4.7 1.0
201511643 Meriel 4.3 10 7.7
201517633 Daron 6.0 7.4 7.6
201525073 Letisha 10 5.0 7.5
201522424 Hazel 10 9.7 2.8
201583951 Addy 2.3 3.9 7.2
201575836 Abby 0.2 4.4 7.0
201512855 Lesya 1.2 1.4 7.5
201584613 Ulrich 4.9 1.8 8.8
201513714 Mayor 0 1.4 3.7
201500805 Ennis 2.8 8.9 7.9
201541588 Brena 8.1 5.0 3.6
201553490 Olenolin 3.4 5.0 4.7
201529611 Glyn 10 0.2 8.6
201550472 Ettie 1.9 5.2 3.7
201548914 Sherill 7.0 9.0 6.2
201584224 Emmalyn 4.5 3.1 3.1
201584742 Phyllis 4.2 4.4 5.2
201564245 Caren 10 0 5.5
201546653 Valene 5.7 5.6 8.9
201526359 Alicia 3.5 5.2 4.7
201579253 Dolores 5.8 9.0 7.1
201512527 Giraldo 5.4 1.9 8.8
201590370 Eydie 10 5.2 1.9
201531512 Odilia 0 9.9 1.6
201566740 Carmelina 6.3 6.9 7.7
201591660 Kathy 7.0 0 5.0
201515010 Andras 1.5 4.1 10.0
201541664 Patty 5.9 5.4 6.3
201554329 Othilia 4.8 4.7 5.8
201545615 Claudelle 7.0 2.9 3.6
201593769 Wrennie 4.5 5.2 5.2
201539632 Tallulah 3.5 4.7 3.9
201550209 Othilia 7.8 5.5 6.0
201592738 Melisse 1.5 7.0 0
201533228 Salomi 10 1.9 7.6
201566037 Hughie 3.3 4.5 4.7
201576579 Benjy 5.2 3.3 1.8
201563792 Rea 9.8 10.0 4.6
201575887 Aksel 8.3 8.9 0
201583716 Gwenneth 4.3 6.6 5.3
201515883 Augustina 4.1 10 9.0
201563692 Allissa 10 5.4 6.4
201594368 Anjela 4.0 4.0 7.8
201570810 Hendrik 6.9 3.6 10
201555948 Sallee 8.7 3.0 5.1
201550312 Dorthy 5.1 5.6 7.2
201553512 Carmelita 6.1 3.5 4.5
201538805 Godart 3.6 4.5 2.8
201511944 Sheridan 5.8 1.4 3.4
201598645 Jillene 5.4 5.0 0
201506547 Seward 10 5.1 7.9
201539598 Sandie 9.7 0.6 8.3
201597921 Hamid 6.9 1.5 8.5
201509221 Steven 6.0 0.6 2.4
201543183 Hinda 8.4 5.5 2.5
201531639 Noam 5.8 -0.0 5.8
201505187 Thane 2.7 4.6 6.9
201523317 Jamesy 3.4 3.6 4.9
201515707 Anne-marie 4.0 3.9 0.8
201507845 Brade 6.8 2.0 7.0
201583179 Georgia 2.7 5.9 10
201577664 Mead 5.3 7.1 3.7
201533817 Candra 1.8 0 8.0
201517957 Brocky 9.0 0 4.6
201557144 Neal 3.5 3.6 0.9
201554773 Dania 2.8 8.7 3.6
201598353 Lloyd 0.8 5.0 0.2
201563678 Neely 1.2 4.8 2.5
201599453 Kelsey 5.3 0 8.2
201555529 Marietta 4.2 6.4 3.0
201584142 Barr 2.1 7.1 10
201507427 Koral 6.3 0 1.4
201509320 Elliott 3.5 10 5.2
201517553 Carlita 7.3 7.7 5.1
201529312 Gladys 6.0 10 3.9
201512989 Diarmid 7.2 9.6 8.5
201576478 Marcile 5.0 0 4.0
201511055 Barbey 5.0 4.1 3.0
201507962 Isa 4.8 5.2 6.0
201509422 Jerad 1.0 10 4.8
201594454 Giraldo 1.0 8.8 1.9
201590253 Woodrow 3.8 6.4 0.7
201521215 Amory 4.7 3.6 5.8
201588728 Karilynn 2.1 10 8.2
201537304 Simmonds 1.4 6.1 9.5
201560789 Elora 2.3 4.0 5.1
201518010 Vinny 9.4 1.0 2.1
201525706 Ashli 0 0 10
201556260 Minta 7.6 7.1 5.8
201522142 Mathian 3.2 2.2 5.4
201536691 Currie 1.3 7.8 3.8
201512600 Cesya 5.4 2.8 8.1
201582135 Shelden 4.0 5.2 6.6
201544538 Elnar 4.4 3.6 6.3
201553330 Carri 2.8 3.8 8.7
201549058 Lauryn 5.4 4.4 3.4
201552189 Demetre 5.9 3.0 0.4
201543793 Etty 2.2 0.6 1.6
201577412 Eudora 0.2 1.9 4.8
201509867 Cari 4.7 0.3 6.3
201536814 Siana 4.1 2.0 3.5
201540188 Ring 0 7.2 3.1
201560234 Sibyl 5.8 9.5 5.0
201598508 Sherlocke 6.0 2.0 5.4
201539896 Dinny 8.0 9.1 0
201527905 Berna 9.5 3.7 7.4
201567561 Tana 5.9 7.0 7.2
201538359 Inness 8.0 5.1 2.0
201512078 Robena 5.2 8.9 6.3
201538349 Jamie 1.1 4.4 7.7
201573562 Wally 8.7 6.2 1.7
201545656 Rodd 9.9 4.2 3.0
201549932 Giacopo 6.6 2.3 7.5
201520094 Demott 6.3 5.3 0
201575557 Cathrine 2.9 8.8 5.6
201517770 Valentijn 2.7 2.5 7.7
201530486 Isabelita 1.5 5.6 6.5
201541049 Aurelie 1.9 3.6 4.8
201559173 Benedicta 10 2.5 7.9
201506373 Antons 1.5 7.3 6.1
201534074 Olwen 6.5 6.2 4.1
201524289 Maxie 1.5 5.6 4.3
201582475 Laurie 3.2 3.5 4.8
201566652 Tomlin 5.8 3.5 7.8
201583199 Phaidra 6.2 3.5 9.0
201517696 Rafaelita 2.4 7.4 7.8
201575887 Gwenora 5.1 9.3 2.9
201550710 Danya 6.0 7.0 1.3
201502959 Tiffani 8.7 6.1 7.9
201583002 Konstantin 8.8 8.3 5.2
201552762 Shayne 8.2 0 4.0
201588801 Normy 0.5 7.6 2.9
201530946 Heinrick 3.2 7.9 2.7
201576043 Emile 4.6 3.7 4.0
201534708 Charisse 10 0.5 1.7
201519949 Blayne 7.9 8.6 6.5
201529727 Curry 4.6 0 10
201576748 Barn 3.9 7.5 7.0
201553630 Luise 10 6.4 10
201541765 Giffer 10 4.9 10
201547304 Corina 10 3.5 0.5
201556318 Rica 7.5 2.9 7.6
201540473 Percival 2.5 5.2 2.9
201544073 Monroe 2.4 5.5 0.6
201594688 Dayle 3.6 7.2 4.7
201509487 Mareah 0.2 5.1 6.5
201535130 Nelle 2.2 5.0 7.4
201566244 Bernardo 7.5 2.5 4.6
201520311 Catriona 2.1 8.0 4.6
201535377 Bruis 4.8 5.9 3.1
201535384 Fonsie 1.3 0 0.6
201521366 Corrie 8.7 4.4 7.3
201545155 Fabien 3.2 9.2 1.3
201578891 Peterus 7.6 5.4 1.1
201577537 Welbie 1.7 0.2 3.2
201535512 Freddi 10 0 9.4
201598243 Myra 2.2 9.3 4.8
201537657 Grove 8.1 6.2 10
201522404 Genny 8.0 7.6 5.0
201532547 Arlina 5.1 3.2 0
201563191 Pooh 3.6 5.4 6.2
201550831 Richmound 2.5 4.5 5.1
201566033 Janina 9.1 3.8 1.5
201539825 Herby 8.6 6.0 4.2
201572511 Ruthi 7.2 5.3 3.0
201540176 Gale 6.0 7.8 3.6
201517526 Abelard 6.8 6.7 5.1
201546585 Eleonore 10 6.3 0
201501505 Tory 6.2 2.8 9.2
201515437 Elaina 2.9 4.0 6.3
201509729 Cathi 5.3 0 4.2
201593297 Linn 7.5 7.4 5.7
201571401 Adamo 4.0 4.0 5.4
201581541 Tiffani 10 1.7 8.7
201544585 Louie 10 3.5 3.4
201527205 Angeline 7.3 7.1 6.2
201522376 Carmella 0.5 7.6 1.0
201523579 Tremayne 3.4 7.8 6.8
201554127 Kiley 10 10 10
201566100 Barthel 5.2 1.8 5.1
201579189 Lorelle 3.2 3.7 2.8
201506333 Rosalinda 2.4 8.2 2.0
201566437 Alfons 8.6 9.9 0
201509473 Erminia 5.0 2.1 3.9
201584108 Cazzie 8.3 0.5 5.0
201561336 Bennie 4.7 6.8 4.3
201597307 Darelle'Corren 5.5 1.7 3.3
201512349 Jessee' 9.4 4.6 6.0
201571256 Kerrill 6.7 9.7 4.7
201564016 Theodora 3.3 5.6 2.7
201523406 Devland 9.0 5.2 2.8
201560922 Babbette 6.5 5.2 3.3
201515534 Gloriane 5.8 0 3.7
201579443 Orlan 1.1 4.8 4.3
201581987 Pryce 8.4 5.7 8.3
201529005 Kimbell 3.8 6.3 4.2
201525234 Sherry 8.5 5.2 2.0
201570442 Aubrette 3.8 0 3.9
201539744 Agata 8.5 4.9 3.7
201510113 Matthieu 5.9 3.7 3.1
201540454 Lyman 1.2 8.5 8.7
201515469 Beverly 1.8 6.2 6.1
201584363 Penrod 3.2 0 9.0
201557155 Mattheus 9.0 5.9 5.9
201571164 Nikoletta 5.6 7.2 7.2
201569119 Robin 3.7 8.1 3.6
201509904 Skelly 4.9 2.4 3.6
201516463 Seward 1.3 5.1 9.0
201562280 Christoffer 6.7 6.0 7.1
201551814 Flinn 9.8 5.7 0.5
201597533 Caz 3.7 5.2 9.6
201581761 Taylor 0.2 3.5 9.3
201593027 Alys 10 6.8 3.3
201580301 Basia 4.1 2.0 4.2
201522631 Adara 9.5 1.9 5.1
201564884 Morna 6.5 3.7 1.8
201586070 Helenelizabeth 0 2.7 2.3
201555524 Lazare 9.6 6.2 7.0
201503054 Sile -0.0 7.1 0.8
201596405 Jobina 4.9 9.7 3.1
201532854 Stefa 1.1 7.0 0
201589005 Claudell 3.5 6.7 0
201537018 Dani 6.5 4.3 4.3
201540051 Marve 4.6 8.8 0.3
201580307 Cecil 6.5 4.2 0
201570868 Rey 4.8 4.9 10
201547451 Gloriana 5.0 7.3 6.7
201583728 Marrissa 1.0 5.4 9.4
201577086 Cheri 5.0 0 7.3
201559414 Randi 4.9 8.2 0
201552018 Sarene 4.6 9.8 2.6
201562967 Jeanna 10 4.3 1.8
201549370 Jeannette 2.9 6.4 3.7
201534086 Rodd 3.9 7.3 1.0
201523891 Nat 4.9 0.8 6.5
201518773 Nevile 5.0 2.8 7.1
201516151 Ogdon'Corhane 4.7 0 2.0
201558496 Bertina 2.0 0.8 3.3
201551582 Marius 5.5 6.0 8.4
201571975 Jaimie 5.3 3.5 0
201559458 Euphemia 3.3 9.3 7.7
201596809 Beatrix 0.9 7.4 0
201568789 Reinald.sf 7.5 8.4 5.8
201538221 Tove 2.8 4.3 3.3
201545497 Shaun 7.2 1.4 4.5
201559062 Mariel 2.4 1.4 6.6
201566841 Murdock 9.1 6.2 6.6
201520328 Vivyan 7.2 8.9 8.9
201525348 Ashton 3.3 8.4 2.4
201582420 Davis 8.1 8.8 5.7
201508923 Jenna 3.8 5.1 5.6
201575644 Barny 3.0 0 7.6
201573642 Dulciana 5.9 4.6 8.0
201554256 Drucy 6.3 1.9 2.3
201580922 Erica 5.4 5.4 0
201546140 Renata 5.5 9.1 0
201589784 Malissia 6.6 6.2 1.7
201503271 Barbabra 4.0 5.8 4.0
201528607 Clareta 10 3.2 7.2
201558362 Janaye 0.5 10 4.6
201547497 Nancie 5.2 4.8 5.5
201539224 Taddeo 2.3 6.1 6.6
201595550 Jasen 10 7.6 4.7
201500865 Alysa 5.4 8.2 10
201501343 Marice 5.5 4.6 9.5
201514890 Emmaline 4.9 5.5 9.0
201511810 Mirilla 4.5 7.4 2.4
201539561 Irv 1.4 4.3 4.4
201552150 Klemens 4.1 2.7 0
201549398 Moshe 2.8 3.0 -0.0
201567481 Sydelle 3.8 7.7 1.5
201510731 Gaspard 7.9 9.7 3.7
201509033 Orsa 5.0 3.9 6.0
201569127 Worth 4.7 5.3 10
201598318 Meade 3.4 7.1 0
201561003 Ramon 4.0 9.2 6.6
201510419 Sheila-kathryn 10 4.8 6.5
201506149 Shoshanna 4.7 9.2 5.8
201594687 Alwin 10 9.3 1.7
201566670 Reamonn 4.2 6.3 4.9
201516004 Tanya 7.9 3.5 10
201567641 Wells 6.5 1.8 4.0
201582329 Cortney 5.7 6.7 5.2
201523550 Matti 6.6 1.8 5.7
201556732 Alberta 0.6 0.9 2.7
201523076 Renie 2.4 0 0
201518245 Conni 5.4 2.3 5.1
201548340 Fancy 3.4 0 2.1
201538706 Yule'Cahill 3.9 6.4 6.0
201557103 Goldia 6.8 7.3 3.8
201573034 Obie 3.4 6.3 2.5
201561372 Lyda 10 6.4 4.5
201506593 Yank 3.8 3.7 4.9
201511868 Gisella 4.6 6.7 3.6
201568359 Harper 7.3 10 6.7
201525275 Katrinka 3.6 4.6 3.4
201555304 Laurie 10 8.1 6.7
201515941 Giusto 6.4 6.1 8.8
201531810 Karon 5.1 8.6 5.2
201537080 Alecia 7.4 10 9.1
201538596 Brandise 0.2 4.0 5.2
201593871 Rheta 8.2 5.1 4.7
201568237 Binny 4.2 2.5 5.0
201538193 Andee 6.4 3.1 4.1
201526741 Agnella 3.2 2.5 2.5
201580535 Emlyn 9.7 2.5 4.8
201583675 Darrick 4.9 5.3 1.7
201500396 Beryle 10 2.3 3.2
201526426 Emory 5.0 4.8 0.2
201526062 Udale 4.2 0 9.1
201501149 Emanuel 7.7 8.6 7.3
201537167 Baillie 2.8 0.3 10
201572179 Kally 8.1 0.4 3.6
201512101 Cobb 0 5.8 3.4
201513946 Biddy 1.8 5.4 2.1
201598241 Xenos 0 2.7 6.0
201547450 Kleon 3.3 0.7 8.8
201511594 Maddalena 10 1.8 5.0
201592390 Hazel 5.1 0 8.3
201502987 Tommy 0.1 5.8 3.4
201544852 Rani 9.5 6.6 4.7
201567001 Kimball 4.1 2.5 5.2
201558026 Dori 4.0 7.0 3.2
201517097 Shalna 8.8 8.3 1.9
201586165 Zachary 3.5 3.8 3.2
201504939 Hortense 8.1 4.2 4.3
201540143 Charmain 6.7 5.2 4.2
201595430 Frederic 2.7 1.7 3.3
201588589 Lauri 6.7 7.2 6.2
201553953 Cristy 9.1 2.7 5.2
201595510 Valeria 2.0 0 6.5
201594139 Mariska 5.5 9.5 5.1
201502000 Hercules 2.6 4.7 3.6
201509106 Penn 10 4.0 2.1
201554412 Aldus 3.1 1.9 5.8
201578425 Sanderson 5.0 7.7 2.1
201577268 Gabbie 7.9 5.0 3.9
201518679 Hendrik 5.3 10.0 2.6
201582136 Alie 6.4 5.6 0
201501137 Linnea 1.7 6.5 8.9
201556229 Pasquale 5.0 5.1 7.7
201571082 Dori-Brown 6.4 8.9 0
201578946 Mitchael 7.0 7.5 3.2
201562839 Idalina 4.1 0.4 3.0
201529081 Collen 4.9 6.3 7.6
201581089 Brit 5.5 5.5 1.2
201561592 Clem 10 2.1 10
201582611 Sascha 4.4 8.8 4.2
201589197 Osmond 1.8 4.0 2.2
201501716 Dolph 0 0 5.5
201544734 Maurie 6.1 0 0.3
201511243 Carilyn 7.6 5.2 4.3
201531076 Josephine 3.8 4.8 3.4
201517641 Latia 5.5 6.7 0
201503236 Lorinda 3.5 10 6.9
201526821 Denys 10 8.5 8.8
201515414 Fabe 6.7 5.1 3.4
201539950 Phaedra 6.5 1.8 3.5
201534484 Conant 8.8 6.2 3.3
201570023 Tyrone 4.7 7.5 8.6
201573484 Bruce 4.9 9.5 2.1
201595574 Peri 7.3 4.4 8.1
201587887 Corabella 4.7 0 3.3
201538071 Hunfredo 3.5 1.7 10.0
201503641 Lucias 6.2 7.2 7.7
201594161 Mel 8.2 5.7 6.9
201516195 Kendre 3.0 8.9 4.5
201581832 Woodie 8.2 5.7 4.2
201531394 Gilles 6.5 7.1 5.5
201539487 Jake 6.1 4.0 4.4
